Time	Especie_1	Especie_2	Especie_3	Especie_4	Especie_5	
4.65	6.3226	0.9187	7.1703	2.7893	2.3492	
4.66	6.3472	0.9482	7.5524	2.7790	2.5046	
4.67	5.8136	0.9042	6.5603	2.8644	2.4282	
4.68	5.6706	0.9329	7.2904	2.7121	2.5454	
4.69	6.3532	0.9490	7.5459	2.5573	2.9461	
4.70	6.6648	0.9078	8.0594	2.7154	2.5695	
4.71	6.9034	0.9414	8.0302	2.8447	2.8275	
4.72	6.6129	0.9587	8.3170	2.8583	2.6952	
4.73	6.9240	1.0331	8.1385	3.0014	2.6752	
4.74	7.3050	1.0320	8.2179	3.0399	2.8140	
4.75	7.1612	1.0199	8.2581	2.9866	2.9094	
4.76	6.7657	1.0050	6.9581	3.2387	2.6299	
4.77	7.2878	1.0372	6.4811	3.2902	2.7869	
4.78	7.7890	1.0636	6.1613	3.3320	3.0418	
4.79	7.9000	1.1395	6.1946	3.3935	3.1361	
4.80	7.8842	1.1502	5.7193	3.4489	3.0518	
4.81	8.0198	1.1823	5.8930	3.4113	2.9823	
4.82	7.7789	1.1943	5.9164	3.4683	3.0421	
4.83	8.1562	1.2006	6.0288	3.6056	2.9101	
4.84	8.1815	1.1819	5.9272	3.6543	2.7316	
4.85	8.6887	1.1405	5.7786	3.7270	2.7380	
4.86	8.6669	1.0754	5.7087	3.5149	2.9811	
4.87	8.6898	1.0448	6.4654	3.5766	2.9476	
4.88	9.1005	0.9816	6.3277	3.7342	2.7521	
4.89	9.4567	0.9646	5.9005	3.6787	2.9024	
4.90	9.5674	0.9778	5.4637	3.7130	2.6729	
4.91	8.5782	1.0465	5.7856	3.5293	2.6410	
4.92	8.2808	1.0269	5.4382	3.7395	2.3971	
4.93	8.2353	0.9648	5.6464	3.6666	2.2078	
4.94	7.7592	0.9770	6.0423	3.5512	2.3130	
4.95	7.7029	0.9927	5.9911	3.5669	2.2429	
4.96	6.0646	0.9511	5.8457	3.6068	1.9137	
4.97	6.6115	1.0239	5.9648	3.4669	2.1329	
4.98	6.5260	1.0452	6.3743	3.4617	2.2916	
4.99	6.9919	1.1107	6.6193	3.3169	2.4905	
5.00	7.2620	1.0680	6.2481	3.4684	2.6340	
5.01	7.4946	1.0073	5.8606	3.5701	2.7085	
5.02	7.1819	0.9943	5.2898	3.8317	2.5464	
5.03	7.8376	1.0031	5.2658	3.9410	2.6944	
5.04	7.8463	1.0469	4.9759	4.0133	2.6560	
5.05	7.5861	0.9812	4.6337	3.9848	2.4636	
5.06	8.5026	0.9817	4.5089	4.0148	2.7902	
5.07	7.5006	1.0061	4.2304	4.0662	2.5080	
5.08	8.0518	1.0598	4.1429	3.9087	2.9624	
5.09	9.1962	1.0011	4.5397	3.8670	2.9972	
5.10	8.6730	1.0778	4.5818	3.8659	3.2607	
5.11	8.3441	1.0671	4.7598	3.8357	3.0446	
5.12	8.2093	1.0379	4.5154	3.9170	3.0158	
5.13	8.3893	1.0183	4.5025	3.6583	3.1754	
5.14	8.5378	1.0749	4.8098	3.6483	3.3097	
5.15	8.3798	1.0980	5.0254	3.7836	3.3423	
5.16	7.7851	1.1285	4.8568	3.9117	3.1932	
5.17	7.8788	1.1428	5.1782	3.9384	3.3485	
5.18	7.9332	1.0989	5.4050	3.9188	3.4496	
5.19	7.8480	1.1936	5.5777	3.5732	4.1805	
5.20	7.8149	1.2582	5.5079	3.5136	4.2464	
5.21	7.1391	1.1655	5.0726	3.4736	3.9966	
5.22	6.9146	1.1844	5.1348	3.6623	3.8314	
5.23	7.3273	1.1315	5.4371	3.6035	3.7563	
5.24	7.8313	1.1863	5.8289	3.4399	4.0781	
5.25	6.6319	1.1313	6.2758	3.5423	3.4064	
5.26	5.9619	1.1446	6.6356	3.6378	2.9265	
5.27	5.8778	1.2071	6.2420	3.8436	2.9101	
5.28	5.9849	1.2517	7.2388	3.7678	3.1212	
5.29	6.7948	1.2798	7.5766	3.8765	2.9507	
5.30	6.7262	1.2471	7.7863	3.8157	3.0723	
5.31	6.2628	1.2979	8.4090	3.7790	3.0056	
5.32	7.2440	1.3075	8.8850	3.8571	3.1158	
5.33	7.5165	1.2196	8.8975	3.6783	3.1267	
5.34	7.3934	1.2252	8.6179	3.6353	3.0680	
5.35	7.3379	1.3055	9.2608	3.6945	3.1046	
5.36	7.2306	1.2512	10.9858	3.7336	2.7526	
5.37	7.8543	1.2944	11.7554	3.5994	2.8630	
5.38	7.5279	1.2580	10.3470	3.7789	2.6670	
5.39	7.7240	1.3341	8.4758	3.8943	2.7659	
5.40	8.9206	1.2806	8.2877	3.9491	2.9161	
5.41	9.4129	1.3198	7.7327	3.8486	3.1251	
5.42	9.2009	1.4287	8.2826	3.7871	3.2824	
5.43	9.0129	1.4648	8.8349	3.6646	3.3064	
5.44	7.9349	1.4766	8.4392	3.5880	3.1225	
5.45	7.9453	1.4917	8.7556	3.4739	3.1846	
5.46	7.6222	1.4313	8.6751	3.4094	2.9493	
5.47	8.4596	1.4498	8.5550	3.4566	3.0479	
5.48	7.1677	1.4912	8.4858	3.4062	2.8679	
5.49	6.8584	1.3838	7.5288	3.5772	2.6212	
5.50	7.7315	1.4557	7.8370	3.5297	2.9182	
5.51	8.0863	1.4144	8.0000	3.4984	2.6944	
5.52	8.0350	1.4485	7.4156	3.4774	2.7063	
5.53	8.7729	1.4846	6.4266	3.6044	2.9713	
5.54	9.1781	1.4770	7.4364	3.4099	3.0126	
5.55	9.8068	1.4312	8.2124	3.4463	3.2052	
5.56	10.0358	1.3508	8.2620	3.3009	3.3851	
5.57	9.6355	1.4280	8.6777	3.2640	3.3829	
5.58	10.2439	1.4847	8.6081	3.2497	3.8050	
5.59	9.7391	1.4264	8.2433	3.4158	3.2396	
5.60	9.9060	1.3639	7.8508	3.5267	3.1065	
5.61	9.6609	1.4126	7.2941	3.5452	3.1608	
5.62	10.0846	1.3318	6.9116	3.6651	2.9857	
5.63	10.5246	1.3543	6.8862	3.7335	3.0448	
5.64	9.8608	1.4671	7.2978	3.7113	3.2679	
5.65	9.7800	1.4875	6.8756	3.5193	3.2435	
5.66	9.3157	1.5071	6.1989	3.5629	3.1759	
5.67	8.2837	1.5525	5.9954	3.5735	3.1399	
5.68	8.0824	1.5479	5.5225	3.7648	3.0708	
5.69	7.7077	1.5488	5.4587	3.7717	3.0011	
5.70	8.5182	1.4974	5.5049	3.7716	3.1508	
5.71	8.3985	1.5669	5.3939	3.7634	3.3799	
5.72	8.7780	1.4358	4.7217	3.9604	3.1574	
5.73	8.8144	1.3752	4.6284	3.8504	3.2562	
5.74	9.0765	1.3311	4.5319	3.9551	3.2839	
5.75	10.1761	1.2314	4.2330	3.9114	3.5839	
5.76	9.0730	1.2581	4.1224	3.9578	3.3383	
5.77	8.7018	1.2878	3.2934	4.2342	2.8729	
5.78	8.2695	1.3369	3.1700	4.1901	3.1049	
5.79	7.3490	1.4035	3.2476	4.0721	3.1160	
5.80	7.1605	1.3495	3.2461	4.0399	3.2011	
5.81	7.0466	1.3604	3.1948	3.9725	3.1140	
5.82	7.9235	1.3922	3.2326	4.1172	3.2776	
5.83	7.8530	1.4747	3.2833	3.9599	3.4329	
5.84	8.1415	1.5179	3.5365	4.1097	3.1260	
5.85	9.1473	1.5445	3.4001	4.3941	3.0812	
5.86	8.9405	1.6069	3.3861	4.5732	2.9051	
5.87	8.5953	1.6148	3.1138	4.8676	2.3583	
5.88	8.2852	1.7235	3.5077	4.6412	2.3988	
5.89	9.2293	1.7431	3.6227	4.8074	2.5609	
5.90	10.2677	1.8001	3.4721	5.0133	2.5403	
5.91	11.1792	1.8384	3.1441	5.1581	2.7966	
5.92	10.4532	1.8999	3.2328	5.0510	2.6132	
5.93	10.0142	1.9560	3.2502	5.0071	2.5913	
5.94	10.8943	1.8888	3.2382	5.2742	2.6089	
5.95	10.9920	1.9535	3.3575	5.4267	2.4642	
5.96	10.7909	1.9193	3.6724	5.2902	2.4111	
5.97	11.2348	1.9389	3.5131	5.3151	2.4404	
5.98	10.6904	1.9443	3.7067	5.1684	2.5398	
5.99	10.2306	1.9612	3.7337	5.3376	2.6806	
6.00	10.4947	2.0327	4.1167	5.3058	2.6836	
6.01	9.8442	2.0653	4.1776	5.0841	2.7267	
6.02	10.3764	2.1521	4.4657	5.1193	2.5871	
6.03	10.9177	2.1137	4.0253	5.1332	2.5428	
6.04	11.2785	2.1651	3.8584	4.9199	2.7603	
6.05	10.9674	2.2014	4.1258	5.0820	2.7563	
6.06	10.6958	2.2674	3.8141	5.1341	2.9710	
6.07	8.9772	2.2479	3.5863	5.1689	2.3711	
6.08	9.1049	2.1888	3.5658	5.3155	2.2987	
6.09	9.1226	2.2974	3.1910	5.3244	2.4424	
6.10	9.6260	2.4686	3.3055	5.3169	2.4763	
6.11	9.1881	2.2934	3.6658	5.2568	2.4442	
6.12	9.4475	2.3870	3.5890	5.4796	2.7496	
6.13	9.1231	2.5106	3.9009	5.6892	2.6561	
6.14	9.4412	2.4438	3.9709	5.8051	2.5946	
6.15	9.9827	2.5801	4.0023	5.9693	2.7363	
6.16	9.1863	2.6233	3.9777	6.1296	2.6156	
6.17	9.8399	2.5044	3.7075	6.1927	2.7182	
6.18	10.4756	2.3333	3.6836	6.7053	2.5182	
6.19	8.6575	2.5244	3.3873	6.4130	2.5230	
6.20	9.3956	2.5848	3.6730	6.0732	2.8163	
6.21	10.5776	2.7916	3.4674	6.3345	3.1712	
6.22	12.5719	2.9159	3.6775	6.4034	3.7904	
6.23	13.1899	2.6828	3.6054	6.2438	4.0845	
6.24	14.1538	2.5248	3.5783	6.4364	4.0683	
6.25	13.9979	2.5928	3.6895	6.3273	3.9474	
6.26	14.5493	2.5027	3.7459	6.5364	3.8292	
6.27	14.4523	2.6694	3.8718	6.5200	3.9550	
6.28	14.7812	2.7224	3.8282	6.5155	4.2200	
6.29	14.9367	2.7984	3.9242	6.4928	4.2455	
6.30	16.5173	2.7896	3.8827	6.5729	4.4547	
6.31	17.6567	2.8524	4.0853	6.3208	5.3066	
6.32	17.9131	3.0140	4.2967	6.2697	5.7484	
6.33	15.9114	3.0752	3.9419	6.2165	5.8689	
6.34	16.3764	3.1264	4.1380	6.0403	6.4653	
6.35	17.5533	3.0219	3.9435	5.9778	7.0480	
6.36	15.8150	3.1392	3.9129	5.7526	7.3031	
6.37	15.2573	3.1227	3.8330	5.7207	7.2423	
6.38	14.6656	2.9045	4.2731	5.6873	6.2129	
6.39	14.6533	2.8339	4.0437	5.6184	6.2613	
6.40	15.1034	2.9430	4.1785	5.3902	7.0074	
6.41	15.7112	2.8019	4.1149	5.6461	6.3094	
6.42	15.5468	2.7445	4.0562	5.4641	6.6769	
6.43	15.4599	3.0380	4.1391	5.6012	7.2109	
6.44	16.2646	3.0563	4.5103	5.4112	7.4096	
6.45	16.2638	2.9944	4.4166	5.2710	7.4965	
6.46	16.1457	3.0659	4.1191	5.5093	7.0363	
6.47	16.2359	3.0636	3.8087	5.6013	6.7775	
6.48	14.6605	2.8644	3.5908	5.6733	5.9742	
6.49	15.2386	2.9092	3.2985	5.8699	6.4882	
6.50	16.0176	3.0082	3.6081	5.8972	6.2223	
6.51	17.1288	3.0737	4.2000	5.9734	6.3934	
6.52	16.5611	3.2769	4.1718	5.8539	6.6139	
6.53	15.4164	3.2436	4.3470	5.6379	6.8279	
6.54	15.9870	3.2848	4.4838	5.8521	6.8446	
6.55	16.4412	3.3903	4.4700	5.7922	7.1720	
6.56	17.0011	3.3766	4.6326	5.7450	7.7481	
6.57	18.4189	3.1944	4.1212	5.6841	8.2856	
6.58	17.5324	3.1448	3.6265	5.7288	7.8550	
6.59	17.1863	3.1702	3.4175	5.9541	7.8815	
6.60	17.6316	3.0015	3.1038	6.4939	7.4454	
6.61	17.4838	3.1061	2.9476	6.5098	7.5621	
6.62	17.3424	2.9931	2.8961	6.5596	7.2645	
6.63	18.7112	3.1257	2.8283	6.7264	7.7776	
6.64	18.2935	3.0938	2.9403	7.1461	6.3710	
6.65	17.0875	3.2035	2.9049	7.2957	6.0174	
6.66	16.0428	3.0579	2.9189	7.3912	5.7446	
6.67	16.5152	3.0252	2.9787	7.3028	5.7830	
6.68	15.8498	3.0767	2.8870	7.3779	5.7015	
6.69	17.1710	3.0978	2.6694	7.6638	6.0025	
6.70	15.2928	3.1361	2.7324	7.3640	6.1269	
6.71	16.0324	3.2180	2.7800	7.1831	6.8016	
6.72	18.1605	3.1854	2.8461	7.3166	7.3224	
6.73	18.5380	3.2719	2.8281	7.5991	7.2238	
6.74	17.9422	3.2293	2.6848	7.5131	6.8862	
6.75	16.2011	3.0197	2.8411	7.1226	6.7535	
6.76	16.4866	3.0487	2.6799	7.5438	6.5866	
6.77	15.1177	3.0716	2.7909	7.5519	6.2957	
6.78	15.4161	3.1428	2.7358	7.5713	6.6417	
6.79	15.3633	3.1956	2.6966	7.4702	7.0203	
6.80	15.9821	3.3931	2.5939	7.4518	7.5215	
6.81	16.0465	3.4011	2.5053	7.8380	7.1321	
6.82	16.8718	3.5681	2.4372	8.1265	6.9927	
6.83	17.6726	3.8690	2.4396	7.9880	7.7005	
6.84	15.6290	3.7161	2.3824	7.8985	6.8325	
6.85	13.6903	3.7188	2.4271	7.8846	5.8895	
6.86	12.4233	3.4877	2.3097	7.8795	5.4294	
6.87	12.2489	3.4604	2.6214	7.7627	5.2612	
6.88	11.1031	3.3726	2.6032	7.6831	5.0024	
6.89	11.7663	3.5158	2.5251	7.9444	5.1349	
6.90	11.5775	3.6338	2.3945	8.1940	5.0632	
6.91	10.9397	3.6241	2.6112	8.1621	5.1357	
6.92	11.2666	3.4677	2.6711	8.0388	4.8473	
6.93	12.1103	3.5324	2.5679	8.2445	5.1288	
6.94	12.1899	3.5525	2.4790	8.4961	5.1605	
6.95	12.4561	3.4654	2.7248	7.9286	5.4723	
6.96	13.1487	3.5838	2.9282	8.4611	5.2150	
6.97	12.6446	3.5090	2.9975	8.6483	4.9367	
6.98	12.8402	3.3649	2.6814	9.1152	4.5651	
6.99	13.1189	3.4779	2.2949	8.9188	5.0250	
7.00	13.1349	3.5925	2.2713	9.1135	4.8536	
7.01	11.9233	3.9191	2.2382	9.3473	4.6665	
7.02	11.9488	3.9975	2.1325	9.1291	5.2027	
7.03	10.8587	3.9974	2.1279	8.6097	5.2113	
7.04	10.1738	4.0843	2.1768	8.5485	4.9179	
7.05	9.3282	3.8965	2.2503	8.9395	4.2221	
7.06	9.6030	3.6629	2.4134	8.8027	3.9794	
7.07	9.5129	3.6474	2.4904	8.3699	4.3847	
7.08	8.5301	3.7641	2.4802	8.5921	4.0666	
7.09	8.6850	3.8003	2.7583	8.1976	4.3343	
7.10	8.5698	3.6408	2.5207	8.7070	4.1715	
7.11	8.3661	3.3563	2.8534	8.7525	3.7260	
7.12	8.5946	3.3431	3.0090	8.8223	3.5164	
7.13	8.2511	3.3394	2.9016	8.8877	3.6184	
7.14	7.6136	3.3405	3.1386	8.9455	3.2677	
7.15	7.5446	3.2256	3.2941	8.6945	3.5702	
7.16	8.3175	3.3976	3.3854	8.8323	3.9406	
7.17	8.4171	3.3676	3.1274	8.8829	4.2626	
7.18	8.2864	3.1766	2.9072	8.9366	4.0225	
7.19	8.2477	3.1202	2.9317	9.3237	3.8364	
7.20	7.1483	3.3465	3.0658	9.0509	3.9981	
7.21	6.4651	2.8578	3.1228	9.3272	3.0408	
7.22	6.3221	3.1426	3.1562	9.4779	3.2729	
7.23	6.9843	3.0051	2.9764	9.2077	3.6706	
7.24	7.4811	2.9837	2.8849	8.9719	4.1228	
7.25	7.7883	2.8578	2.9649	8.7783	4.2570	
7.26	7.8782	2.8347	2.6796	8.7445	4.3076	
7.27	8.2696	2.6965	2.6510	8.8184	4.1898	
7.28	7.6072	3.1416	2.8423	8.7079	4.4626	
7.29	6.9451	3.3852	2.9333	8.7414	4.6662	
7.30	6.7431	3.5672	3.0806	8.7777	4.6608	
7.31	7.5076	3.4955	2.9362	9.2949	4.6193	
7.32	7.1745	3.3891	3.2189	9.1276	4.4101	
7.33	6.8409	3.6706	3.3792	9.1405	4.7109	
7.34	7.7898	3.8591	3.5752	9.6593	5.2298	
7.35	6.7097	3.8335	3.5133	9.4478	5.0860	
7.36	6.5996	3.9543	3.2978	9.8552	4.8188	
7.37	6.6600	3.9276	3.1061	10.2092	4.3445	
7.38	6.3760	4.1323	3.1786	9.6852	4.7019	
7.39	6.2433	4.1270	3.3104	9.5145	4.7694	
7.40	6.9987	4.2289	3.5032	9.3999	5.2452	
7.41	7.0507	4.2617	3.4852	9.5529	4.8664	
7.42	6.8642	4.4510	3.7058	9.6226	5.1038	
7.43	6.3740	4.2284	3.3659	9.5976	4.7081	
7.44	6.4900	4.2195	3.3858	9.8023	4.8545	
7.45	7.0290	4.2328	3.1039	9.7982	5.0731	
7.46	7.0539	4.5055	3.1257	9.5737	5.3480	
7.47	6.8070	4.3649	3.1234	9.4295	5.1310	
7.48	7.0035	4.4599	3.0826	10.0093	4.9725	
7.49	7.0170	4.5489	3.2333	9.7927	5.5095	
7.50	7.3145	4.2783	3.0400	9.6209	5.5637	
7.51	6.9728	4.0932	2.9001	10.3611	4.6007	
7.52	7.4189	4.2357	2.9390	10.2457	5.0166	
7.53	7.0580	4.0433	2.7466	10.3365	4.6541	
7.54	7.7464	3.9627	2.6115	10.2604	4.6537	
7.55	8.4195	4.0334	2.4962	10.4205	4.7959	
7.56	8.6799	3.8637	2.5230	10.6528	4.4411	
7.57	8.9225	3.8774	2.6976	10.6905	4.1700	
7.58	8.5899	3.9291	2.4912	11.3960	4.0281	
7.59	9.3075	3.7945	2.6064	10.5375	4.7482	
7.60	10.4642	3.7412	2.6193	10.8396	4.9062	
7.61	10.4984	3.6000	2.5564	11.0352	4.9763	
7.62	9.0583	3.5101	2.3580	11.5448	4.2710	
7.63	9.7405	3.4369	2.2579	11.6750	4.2475	
7.64	9.9289	3.5965	2.4114	11.4221	4.9343	
7.65	10.1714	3.6928	2.3795	11.5153	5.1110	
7.66	10.4119	3.5522	2.4736	11.1284	5.5070	
7.67	11.2372	3.5838	2.4724	11.0023	6.4397	
7.68	10.9978	3.7162	2.3154	10.9747	6.7805	
7.69	10.6600	3.9336	2.4204	10.7553	6.8518	
7.70	10.9708	4.2969	2.4449	10.9725	6.8087	
7.71	11.0470	4.5126	2.3347	11.4994	6.6808	
7.72	12.1196	4.8107	2.2983	11.2184	7.4578	
7.73	11.3980	4.5743	2.1923	11.2228	7.4420	
7.74	11.2451	4.4210	2.3089	11.3428	7.2628	
7.75	11.1863	4.4484	2.0550	10.9776	8.0471	
7.76	10.7333	4.4924	2.1233	11.2525	7.7418	
7.77	10.9633	4.3957	1.9446	11.4938	7.8514	
7.78	10.2330	4.3480	1.7911	11.3770	7.9089	
7.79	9.6484	4.4762	1.8359	10.5584	8.5582	
7.80	9.8171	4.6361	1.9585	11.1042	7.9267	
7.81	9.4441	4.6169	1.9705	11.0832	7.6329	
7.82	9.5145	4.4694	2.0739	11.1035	7.2167	
7.83	10.4938	4.8130	2.2157	11.7542	7.0960	
7.84	11.0837	5.2568	2.2921	11.7943	7.4876	
7.85	10.5881	5.0913	2.2941	11.1818	7.2104	
7.86	10.3688	5.3632	2.4482	11.5609	6.5371	
7.87	9.8037	5.5618	2.6953	11.3413	6.8689	
7.88	9.4577	5.2448	2.6420	11.3676	6.7205	
7.89	8.5771	5.3500	2.7380	11.2894	6.3002	
7.90	7.7637	4.9960	2.6179	11.1795	5.9005	
7.91	8.3253	4.9275	2.8830	11.1089	6.4450	
7.92	8.1313	5.0102	3.0232	10.6299	6.3857	
7.93	8.4807	5.1064	2.9692	10.5459	6.9296	
7.94	8.0461	4.9182	2.7381	10.4591	6.3240	
7.95	8.7347	4.8437	3.0611	10.8417	6.2460	
7.96	8.0878	4.9676	3.1951	11.5918	4.9123	
7.97	8.4077	4.8097	3.1512	11.7754	4.6153	
7.98	8.8065	5.0003	3.1190	11.7404	4.6431	
7.99	9.0589	5.2275	3.2034	11.8384	4.6645	
8.00	8.7570	5.1274	3.0046	12.5857	4.2397	
8.01	8.8986	5.5256	3.0574	12.2278	4.7328	
8.02	9.1329	5.3295	3.0974	12.1210	4.8288	
8.03	8.8432	5.5658	3.0507	12.0707	4.8473	
8.04	9.7801	5.2192	3.1788	12.5445	4.8503	
8.05	10.2834	5.5801	3.0199	12.2858	5.6822	
8.06	11.0358	5.4818	2.9826	12.1178	5.6640	
8.07	10.9346	5.2061	3.0429	12.3128	5.2421	
8.08	10.6231	4.9397	2.7808	12.0849	5.1364	
8.09	9.6217	5.2715	2.8472	12.8069	4.7302	
8.10	10.3169	5.4123	2.7698	13.4329	4.9995	
8.11	10.9452	5.3954	2.7177	13.5543	5.2526	
8.12	10.8301	5.1897	2.4456	13.8938	4.9035	
8.13	12.8006	5.0827	2.5957	13.6438	5.5433	
8.14	13.4291	4.5189	2.6054	12.9981	5.5481	
8.15	13.2485	4.7272	2.5678	13.2987	5.5083	
8.16	12.1648	4.8017	2.5696	12.8949	5.7244	
8.17	12.2331	5.0471	2.5739	12.8979	6.2186	
8.18	12.3882	4.9374	2.6224	12.7719	6.2268	
8.19	12.0182	5.1957	2.7901	12.2549	6.9060	
8.20	11.6762	5.4141	2.4675	12.7273	6.6052	
8.21	11.4902	5.1775	2.3608	13.3113	6.2541	
8.22	11.2192	5.3929	2.4908	12.5463	6.6510	
8.23	10.9369	5.1578	2.4081	12.2226	6.7872	
8.24	12.5668	5.5292	2.4535	12.1036	8.0396	
8.25	11.8276	5.1991	2.4811	12.5405	6.6322	
8.26	11.9728	4.7158	2.6949	13.4524	5.3033	
8.27	12.8099	4.7910	2.7203	13.0358	5.5728	
8.28	12.9333	5.0170	2.6877	13.0858	5.6663	
8.29	14.4662	5.1318	2.7369	13.0490	6.0748	
8.30	13.4822	5.1661	2.7788	12.5255	6.3317	
8.31	12.4211	4.9101	2.7681	12.7685	5.5297	
8.32	12.7918	5.0113	2.5999	12.7720	5.9086	
8.33	12.8939	5.5138	2.7721	13.0088	6.1968	
8.34	12.7777	5.5258	2.6352	13.3927	5.9499	
8.35	12.4691	5.4763	2.6940	13.7905	5.7304	
8.36	12.3232	5.7368	2.6586	14.2667	5.4033	
8.37	11.3769	5.5611	2.6936	14.2208	4.8634	
8.38	11.3994	5.6296	2.7765	13.7693	5.3962	
8.39	11.3549	5.9509	2.5786	14.7299	5.0464	
8.40	12.5012	5.9951	2.4807	15.7110	5.0105	
8.41	13.8152	6.1955	2.2072	16.2867	5.6331	
8.42	14.2042	6.4525	2.4440	14.8424	6.7803	
8.43	13.6587	6.2581	2.5943	13.7616	7.2794	
8.44	13.4409	6.3392	2.6226	13.8352	6.8633	
8.45	14.0115	6.3359	2.6806	14.1980	7.2681	
8.46	13.8534	6.3710	2.8361	13.6567	7.2735	
8.47	13.2428	6.4147	2.8341	13.9691	6.8921	
8.48	14.0606	6.5784	2.9284	13.6149	7.3488	
8.49	15.2759	6.3474	2.9435	12.7475	7.5660	
8.50	15.2935	6.4036	2.8886	13.0603	7.3280	
8.51	15.6052	6.6200	2.9012	13.3433	7.4867	
8.52	15.5522	7.1666	2.8849	13.4957	8.2575	
8.53	17.0516	6.9804	2.9370	13.4355	8.4652	
8.54	17.2949	7.1840	2.9811	13.4785	8.6153	
8.55	15.7629	7.3916	3.0450	13.7548	7.2619	
8.56	16.6369	7.7640	3.3576	13.0286	8.1942	
8.57	14.9259	7.7507	3.2712	13.7291	7.1301	
8.58	14.7908	7.4644	3.3357	13.5561	6.5589	
8.59	13.9279	7.5304	3.2656	13.2198	6.3953	
8.60	13.8536	7.8469	3.3123	13.2904	6.4892	
8.61	13.9212	7.9911	3.3150	12.9178	6.9883	
8.62	13.4197	7.5924	3.1888	12.6132	6.6200	
8.63	14.9697	7.8731	3.4182	11.9311	7.3942	
8.64	14.1243	7.7242	3.1267	11.8897	7.6342	
8.65	14.7903	7.3247	3.2523	12.0644	7.4062	
8.66	15.4392	7.8160	3.4436	11.7442	8.2254	
8.67	15.4262	8.2931	3.3312	10.9687	9.4914	
8.68	13.9382	8.1263	3.4522	10.8665	8.9411	
8.69	12.5002	8.1092	3.7055	10.8970	7.7518	
8.70	12.7386	8.0920	3.7116	10.6817	8.4333	
8.71	13.1631	8.0041	3.7949	10.8570	7.9024	
8.72	13.2710	8.2186	3.8424	10.9664	8.2012	
8.73	12.3023	8.6845	4.1583	11.1295	7.1395	
8.74	11.2059	8.7129	4.5892	11.4161	6.4097	
8.75	9.3960	8.3503	4.6068	10.7099	6.3865	
8.76	9.2138	8.4692	4.9640	10.5559	6.3698	
8.77	8.9156	8.8530	5.2811	10.1001	6.6218	
8.78	8.6883	8.8749	5.1117	10.4000	6.3393	
8.79	7.2286	9.0034	5.3087	10.3406	5.5480	
8.80	7.2098	9.0182	5.5001	10.4909	5.4776	
8.81	7.0561	8.9914	5.6157	9.3327	6.6598	
8.82	7.3081	9.4432	5.5090	9.4714	7.4100	
8.83	7.5229	9.8870	5.5538	8.8636	7.8770	
8.84	7.2350	9.8147	5.0651	9.3345	6.1079	
8.85	6.9019	10.1611	5.3526	9.3831	5.4824	
8.86	7.3020	10.3659	5.3543	9.3576	5.9663	
8.87	7.6042	10.7154	5.9797	9.1941	6.7286	
8.88	7.5762	10.8492	5.2810	9.4242	6.2842	
8.89	7.4627	10.5168	5.4005	9.3863	6.1261	
8.90	7.4836	10.3221	5.3394	9.3587	6.0719	
8.91	7.9332	10.7966	5.4770	9.7212	5.4451	
8.92	7.4656	11.0499	5.9781	9.9305	4.6537	
8.93	6.6711	11.0638	5.7772	10.4058	4.0108	
8.94	6.1168	10.6816	5.8400	10.4978	3.8188	
8.95	6.0286	10.6621	5.9437	10.1477	3.9374	
8.96	6.3717	10.9816	5.9865	10.1167	4.0312	
8.97	5.5575	10.9303	5.4141	10.2434	3.6937	
8.98	5.4336	10.9686	5.7926	9.8585	3.6599	
8.99	5.2775	10.3339	6.8157	9.8229	3.1359	
9.00	4.9291	11.1917	6.9441	9.3870	3.2828	
9.01	4.6817	11.2213	7.1987	9.0556	3.2573	
9.02	4.9710	10.1867	7.5248	9.4497	2.8877	
9.03	5.7724	9.9208	7.6438	9.8184	2.7530	
9.04	5.8974	9.5144	7.2946	10.4434	2.5425	
9.05	6.0241	10.3521	7.4513	9.9813	2.9000	
9.06	5.8618	10.0868	7.5739	10.1184	2.6324	
9.07	5.9339	10.3521	8.0467	10.3553	2.6542	
9.08	5.7791	11.0054	8.3597	10.8739	2.3515	
9.09	5.9101	12.2018	8.6628	10.9925	2.6048	
9.10	5.6191	11.9487	8.9907	10.9772	2.4067	
9.11	5.8755	11.5903	9.4756	11.4045	2.2800	
9.12	6.5260	11.1600	9.5699	11.3800	2.4523	
9.13	7.0059	11.1266	8.3702	11.6321	2.5987	
9.14	7.1923	9.8569	8.0620	11.8472	2.5431	
9.15	5.7183	10.1633	7.6212	12.0520	2.1579	
9.16	5.9605	10.0796	8.8196	11.8290	2.2245	
9.17	5.3523	10.0525	9.2281	11.3836	2.1299	
9.18	5.8677	9.4010	9.0956	10.7415	2.4384	
9.19	5.4655	9.8675	9.3766	10.3533	2.4252	
9.20	5.2914	10.6858	9.0519	10.4280	2.5662	
9.21	5.5261	10.2036	9.3761	10.2781	2.4492	
9.22	5.6229	10.6848	8.8744	10.9204	2.2890	
9.23	5.8235	10.7768	8.1376	10.9000	2.3500	
9.24	5.1909	10.6469	8.6913	10.3033	2.2704	
9.25	5.1122	10.3831	8.8511	10.1493	2.3552	
9.26	4.4028	10.1218	8.5497	9.7284	2.3381	
9.27	4.3978	10.1441	8.3875	9.6219	2.3215	
9.28	4.2189	9.9811	8.1441	9.7465	2.2167	
9.29	3.9970	9.6906	8.6365	9.7291	2.1025	
